관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,관리기관전화번호,위도,경도
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 연무동산 7-2 연암공원 경기대창업지원센터,시설물관리,4,200,360도전방면,031-228-3301,37.297049,127.033477
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 2 조원동 산림욕장,시설물관리,5,200,360도전방면,031-228-3301,37.305961,127.024171
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 7 산림욕장 입구 다송,시설물관리,4,200,360도전방면,031-228-3301,37.306931,127.023331
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 682-14 청련암 등산로 입구,시설물관리,4,200,360도전방면,031-228-3301,37.300605,127.023161
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 파장동산 109-1 한철약수터 중간,시설물관리,3,200,360도전방면,031-228-3301,37.316415,127.003088
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 파장동산 107-1 한철약수터 갈림길,시설물관리,4,200,360도전방면,031-228-3301,37.323112,127.008214
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 파장동 29-3 지지대 프랑스군참전비,시설물관리,4,200,360도전방면,031-228-3301,37.327477,126.986648
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 912-2,시설물관리,3,200,360도전방면,031-228-3301,37.307858,127.010854
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 346-6 만석공원 배수지옆,시설물관리,4,200,360도전방면,031-228-3301,37.29949,127.004241
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 869-1 정자공원 테니스장 화장실앞,시설물관리,4,200,360도전방면,031-228-3301,37.297593,126.988396
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 925 천천3공원 북쪽입구,시설물관리,4,200,360도전방면,031-228-3301,37.291289,126.986831
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 575 밤밭공원 북쪽도시가스가압장,시설물관리,4,200,360도전방면,031-228-3301,37.300766,126.975339
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 520 샘내공원 서쪽입구,시설물관리,4,200,360도전방면,031-228-3301,37.296806,126.981144
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 율전동 480-1 일월공원 성대쪽입구,시설물관리,4,200,360도전방면,031-228-3301,37.290572,126.970977
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 432-2 일월공원 가로등133번,시설물관리,4,200,360도전방면,031-228-3301,37.28735,126.975303
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 432-2 일월공원 가로등110번,시설물관리,3,200,360도전방면,031-228-3301,37.28735,126.975303
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 곡반정동 546 고렴공원 농구장옆,시설물관리,5,200,360도전방면,031-228-3301,37.240767,127.029072
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 1310,시설물관리,4,200,360도전방면,031-228-3301,37.248593,127.040325
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 1269,시설물관리,4,200,360도전방면,031-228-3301,37.251148,127.030962
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 1198 권선공원 게이트볼장옆,시설물관리,4,200,360도전방면,031-228-3301,37.249466,127.023461
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 1012 올림픽공원 시청앞,시설물관리,4,200,360도전방면,031-228-3301,37.261042,127.027749
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 1012 올림픽공원 88경로당 앞,시설물관리,3,200,360도전방면,031-228-3301,37.261042,127.027749
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 구운동 46-2,시설물관리,4,200,360도전방면,031-228-3301,37.285551,126.972901
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 구운동 501 구운공원 구운체육관 뒤,시설물관리,4,200,360도전방면,031-228-3301,37.278637,126.975723
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 680 배다리공원 화장실 앞,시설물관리,5,200,360도전방면,031-228-3301,37.239688,126.985333
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 팔달문로 41번길 55,생활방범,5,200,360도전방면,031-228-3301,37.280575,127.022802
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 창룡문로 37,생활방범,5,200,360도전방면,031-228-3301,37.280727,127.021441
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 팔달문로 57번길 58-2,생활방범,1,200,360도전방면,031-228-3301,37.281648,127.023556
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 팔달문로 57번길 79,생활방범,5,200,360도전방면,031-228-3301,37.282639,127.023927
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 창룡문로 94번길 35,생활방범,5,200,360도전방면,031-228-3301,37.283322,127.024723
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 창룡문로 83번길 1,생활방범,5,200,360도전방면,031-228-3301,37.284147,127.024331
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 창룡문로 111번길 59,생활방범,1,200,360도전방면,031-228-3301,37.284388,127.024272
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 창룡문로 118번길 27,생활방범,4,200,360도전방면,031-228-3301,37.284388,127.024272
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 경수대로 553번길 30,생활방범,4,200,360도전방면,031-228-3301,37.275035,127.027977
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 장다리로 271번길 18,생활방범,4,200,360도전방면,031-228-3301,37.274617,127.027082
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 세지로 258번길 41,생활방범,1,200,360도전방면,031-228-3301,37.275319,127.025397
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 세지로 258번길 19,생활방범,2,200,90도 정면,031-228-3301,37.274757,127.024455
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 세지로 244번길 15-2,생활방범,3,200,90도 정면,031-228-3301,37.272455,127.024832
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 중부대로 60번길 19,생활방범,2,200,90도 정면,031-228-3301,37.274879,127.022759
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 세지로 243번길 37,생활방범,5,200,360도전방면,031-228-3301,37.272634,127.021663
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 세지로 225번길 44-13,생활방범,6,200,90도 정면,031-228-3301,37.272256,127.022169
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 세지로 233번길 10,생활방범,1,200,360도전방면,031-228-3301,37.271867,127.02327
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계로 19번길24,생활방범,5,200,360도전방면,031-228-3301,37.27127,127.020413
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계로 19번길45,생활방범,1,200,360도전방면,031-228-3301,37.27199,127.019592
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 중부대로 34번길 36,생활방범,5,200,360도전방면,031-228-3301,37.273464,127.020343
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 수원천로 232,생활방범,5,200,360도전방면,031-228-3301,37.274008,127.019683
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 중부대로 34번길 16,생활방범,3,200,90도 정면,031-228-3301,37.274519,127.020362
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 98-22,생활방범,4,200,360도전방면,031-228-3301,37.309477,127.00299
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동107-2,생활방범,4,200,360도전방면,031-228-3301,37.308497,127.002155
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 201,생활방범,5,200,360도전방면,031-228-3301,37.305729,127.004306
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 444-16,생활방범,5,200,360도전방면,031-228-3301,37.303777,126.999691
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 495-3,생활방범,5,200,360도전방면,031-228-3301,37.303731,127.004486
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 연무동 178-13,생활방범,5,200,360도전방면,031-228-3301,37.289156,127.021731
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 32-1,생활방범,5,200,360도전방면,031-228-3301,37.29385,127.022069
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 37-227,생활방범,5,200,360도전방면,031-228-3301,37.292452,127.021344
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 191-23,생활방범,5,200,360도전방면,031-228-3301,37.29249,127.016405
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 391-9,생활방범,5,200,360도전방면,031-228-3301,37.290345,127.005976
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 중부대로 88번길 7,생활방범,5,200,360도전방면,031-228-3301,37.275976,127.026367
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 경수대로 565번길 48,생활방범,4,200,360도전방면,031-228-3301,37.276078,127.027406
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 334-1,생활방범,5,200,360도전방면,031-228-3301,37.289791,127.012464
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 423-20,생활방범,5,200,360도전방면,031-228-3301,37.287841,127.003785
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 340-2,생활방범,4,200,360도전방면,031-228-3301,37.300238,126.990389
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 680 배다리공원 덕흥건너편,시설물관리,5,200,360도전방면,031-228-3301,37.239709,126.985333
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 358-14,시설물관리,4,200,360도전방면,031-228-3301,37.246355,126.990463
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 735-2,시설물관리,4,200,360도전방면,031-228-3301,37.248004,126.991256
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 655 중보들공원 비아트론뒤,시설물관리,4,200,360도전방면,031-228-3301,37.246343,126.984789
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 238 중보들공원 향토전시관옆,시설물관리,5,200,360도전방면,031-228-3301,37.248175,126.990839
경기도 수원시 도시안전통합센터,,"경기도 수원시 권선구 고색동 244 중보들공원 바닥분수,화장실옆",시설물관리,5,200,360도전방면,031-228-3301,37.246364,126.991399
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 992 솔대공원 화장실앞,시설물관리,5,200,360도전방면,031-228-3301,37.236912,126.981522
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 615-2 솔대공원 황구지천 다리밑,시설물관리,4,200,360도전방면,031-228-3301,37.236786,126.979598
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 473,시설물관리,4,200,360도전방면,031-228-3301,37.283651,127.027351
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 336,시설물관리,4,200,360도전방면,031-228-3301,37.277111,127.020644
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 우만2동 30 하모니마트 옆,시설물관리,5,200,360도전방면,031-228-3301,37.278673,127.04113
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 1117,시설물관리,4,200,360도전방면,031-228-3301,37.263066,127.037838
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 1117,시설물관리,4,200,360도전방면,031-228-3301,37.263066,127.037838
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 1117,시설물관리,4,200,360도전방면,031-228-3301,37.263066,127.037838
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 1117,시설물관리,4,200,360도전방면,031-228-3301,37.263066,127.037838
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 1128 예술공원,시설물관리,5,200,360도전방면,031-228-3301,37.258607,127.036
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 1128 예술공원,시설물관리,4,200,360도전방면,031-228-3301,37.258607,127.036
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 1128 예술공원,시설물관리,4,200,360도전방면,031-228-3301,37.258607,127.036
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 329,시설물관리,4,200,360도전방면,031-228-3301,37.274613,127.035034
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 우만동 51-1,시설물관리,4,200,360도전방면,031-228-3301,37.278669,127.04045
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 우만동 300-4,시설물관리,4,200,360도전방면,031-228-3301,37.291902,127.032279
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 매산로3가1-5 팔달공원 도청옆,시설물관리,4,200,360도전방면,031-228-3301,37.275838,127.010999
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 고등동산1-21 팔달공원 경기교총웨딩주차장,시설물관리,4,200,360도전방면,031-228-3301,37.276889,127.008375
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서동 산39 숙지산 배수펌프장입구,시설물관리,5,200,360도전방면,031-228-3301,37.287353,126.996988
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서동 767,시설물관리,4,200,360도전방면,031-228-3301,37.283915,126.994466
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서동 436-1 서호공원 농촌지도자연합회,시설물관리,5,200,360도전방면,031-228-3301,37.278343,126.989109
경기도 수원시 도시안전통합센터,,"경기도 수원시 팔달구 화서동 436-1 서호공원 육교앞, 우드볼경기장",시설물관리,5,200,360도전방면,031-228-3301,37.278343,126.989109
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통동 1012-4,시설물관리,4,200,360도전방면,031-228-3301,37.250471,127.078299
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통동 967-3,시설물관리,4,200,360도전방면,031-228-3301,37.25056,127.066904
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통동 981-7 교통공원 바닥분수,시설물관리,4,200,360도전방면,031-228-3301,37.24573,127.065434
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 550-83,시설물관리,5,200,360도전방면,031-228-3301,37.245641,127.040389
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 548-2,시설물관리,4,200,360도전방면,031-228-3301,37.247852,127.042778
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 550-24,시설물관리,5,200,360도전방면,031-228-3301,37.246798,127.040061
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 546-8,시설물관리,4,200,360도전방면,031-228-3301,37.247544,127.04132
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 644-18,시설물관리,5,200,360도전방면,031-228-3301,37.248898,127.041866
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 24-21,생활방범,4,200,360도전방면,031-228-3301,37.295242,126.997294
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 37-33,생활방범,4,200,360도전방면,031-228-3301,37.295178,127.004004
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 36-12,생활방범,5,200,360도전방면,031-228-3301,37.294805,127.004564
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 39-46,생활방범,4,200,360도전방면,031-228-3301,37.294325,127.002032
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 44-23,생활방범,4,200,360도전방면,031-228-3301,37.29147,126.99911
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 60-9,생활방범,5,200,360도전방면,031-228-3301,37.294411,127.006475
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 508-7,생활방범,4,200,360도전방면,031-228-3301,37.299241,126.980714
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 566,생활방범,5,200,360도전방면,031-228-3301,37.302338,126.979121
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 882-3,생활방범,4,200,360도전방면,031-228-3301,37.292767,126.991413
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 526-9,생활방범,4,200,360도전방면,031-228-3301,37.299164,127.019676
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 644-32,생활방범,5,200,360도전방면,031-228-3301,37.294788,127.013336
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 757-5,생활방범,4,200,360도전방면,031-228-3301,37.300879,127.013275
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 848-1,생활방범,4,200,360도전방면,031-228-3301,37.304841,127.013391
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 198-14,생활방범,4,200,360도전방면,031-228-3301,37.306505,127.008003
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 877,생활방범,5,200,360도전방면,031-228-3301,37.305565,127.009553
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 888,생활방범,4,200,360도전방면,031-228-3301,37.303686,127.01006
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 23-22,생활방범,4,200,360도전방면,031-228-3301,37.296669,126.997689
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 파장동 338-1,생활방범,5,200,360도전방면,031-228-3301,37.314517,127.000602
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 594-22,시설물관리,4,200,360도전방면,031-228-3301,37.250377,127.042166
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 544-1,시설물관리,4,200,360도전방면,031-228-3301,37.247828,127.042956
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄동 899,시설물관리,4,200,360도전방면,031-228-3301,37.270082,127.040413
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄2동 1210 매봉공원 원천초 정문옆,시설물관리,4,200,360도전방면,031-228-3301,37.267551,127.054888
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄2동 1210,시설물관리,5,200,360도전방면,031-228-3301,37.267551,127.054888
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄2동 1210 매봉공원 원천지하주차장 입구,시설물관리,4,200,360도전방면,031-228-3301,37.267551,127.054888
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 811 매탄공원 5동옆 입구,시설물관리,4,200,360도전방면,031-228-3301,37.26823,127.045399
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 811,시설물관리,4,200,360도전방면,031-228-3301,37.26823,127.045399
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 811,시설물관리,5,200,360도전방면,031-228-3301,37.26823,127.045399
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 811 매탄공원 동남아파트 3동뒤,시설물관리,3,200,360도전방면,031-228-3301,37.26823,127.045399
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 811 매탄공원 매원중 뒤,시설물관리,4,200,360도전방면,031-228-3301,37.26823,127.045399
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 811,시설물관리,4,200,360도전방면,031-228-3301,37.26823,127.045399
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 449-7,생활방범,5,300,360도전방면,031-228-3301,37.303969,127.002648
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 446-5,생활방범,4,300,360도전방면,031-228-3301,37.305155,127.002128
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 456-8,생활방범,5,300,360도전방면,031-228-3301,37.302807,127.002731
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 496-24,생활방범,5,300,360도전방면,031-228-3301,37.302871,127.005192
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 498-3,생활방범,5,300,360도전방면,031-228-3301,37.302606,127.006735
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 458-10,생활방범,5,300,360도전방면,031-228-3301,37.301857,127.004398
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 456-12,생활방범,4,300,360도전방면,031-228-3301,37.302548,127.003149
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 504,생활방범,5,300,360도전방면,031-228-3301,37.30008,127.007361
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 451-6,생활방범,4,300,360도전방면,031-228-3301,37.304551,127.003206
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 408,생활방범,3,300,360도전방면,031-228-3301,37.296943,127.000522
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 377-12,생활방범,4,300,360도전방면,031-228-3301,37.298842,127.005747
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 신풍동 196-1,생활방범,4,200,360도전방면,031-228-3301,37.284653,127.015515
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 54-1,생활방범,5,200,360도전방면,031-228-3301,37.309873,127.004208
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로 26-14,생활방범,5,200,360도전방면,031-228-3301,37.284109,127.011364
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로16번길 23,생활방범,4,200,360도전방면,031-228-3301,37.284417,127.009361
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로42번길 46,생활방범,4,200,360도전방면,031-228-3301,37.283754,127.014265
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로32번길 21-10,생활방범,4,200,360도전방면,031-228-3301,37.284399,127.012703
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로16번길 65,생활방범,4,200,360도전방면,031-228-3301,37.283189,127.009543
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 정조로905번길 27,생활방범,4,200,360도전방면,031-228-3301,37.287377,127.013241
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로45번길 29-2,생활방범,5,200,360도전방면,031-228-3301,37.286608,127.012389
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로41번길 15-1,생활방범,5,200,360도전방면,031-228-3301,37.285721,127.012097
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로31번길 22,생활방범,4,200,360도전방면,031-228-3301,37.285941,127.010903
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로 24-1,생활방범,5,200,360도전방면,031-228-3301,37.284835,127.010541
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로22번길 16,생활방범,2,200,90도 정면,031-228-3301,37.28449,127.009933
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서문로41번길 29,생활방범,2,200,90도 정면,031-228-3301,37.286299,127.011818
경기도 수원시 교통정책과,,경기도 수원시 권선구 금곡동 1079,어린이보호,4,200,360도전방면,031-228-3693,37.275418,126.936594
경기도 수원시 교통정책과,,경기도 수원시 권선구 금곡동 303-1,어린이보호,4,200,360도전방면,031-228-3693,37.272302,126.944554
경기도 수원시 교통정책과,,경기도 수원시 권선구 금곡동 303-1,어린이보호,4,200,360도전방면,031-228-3693,37.272302,126.944554
경기도 수원시 교통정책과,,경기도 수원시 권선구 호매실동 1391,어린이보호,3,200,360도전방면,031-228-3693,37.259545,126.956158
경기도 수원시 교통정책과,,경기도 수원시 권선구 오목천동 360-7,어린이보호,3,200,360도전방면,031-228-3693,37.244908,126.96202
경기도 수원시 교통정책과,,경기도 수원시 권선구 서둔동 260-7,어린이보호,4,200,360도전방면,031-228-3693,37.279876,126.980279
경기도 수원시 교통정책과,,경기도 수원시 영통구 망포동 649-78,어린이보호,4,200,360도전방면,031-228-3693,37.234727,127.051613
경기도 수원시 교통정책과,,경기도 수원시 영통구 하동 982,어린이보호,4,200,360도전방면,031-228-3693,37.290459,127.070764
경기도 수원시 교통정책과,,경기도 수원시 영통구 하동993,어린이보호,3,200,360도전방면,031-228-3693,37.292795,127.075633
경기도 수원시 교통정책과,,경기도 수원시 영통구 원천동산 49-1,어린이보호,4,200,360도전방면,031-228-3693,37.278192,127.052756
경기도 수원시 교통정책과,,경기도 수원시 영통구 원천동산 49-1,어린이보호,3,200,360도전방면,031-228-3693,37.278192,127.052756
경기도 수원시 교통정책과,,경기도 수원시 영통구 이의동 1362,어린이보호,4,200,360도전방면,031-228-3693,37.285853,127.041072
경기도 수원시 교통정책과,,경기도 수원시 영통구 이의동 1327,어린이보호,3,200,360도전방면,031-228-3693,37.290191,127.057518
경기도 수원시 교통정책과,,경기도 수원시 영통구 이의동 1208,어린이보호,3,200,360도전방면,031-228-3693,37.303651,127.046168
경기도 수원시 교통정책과,,경기도 수원시 영통구 이의동 1273,어린이보호,4,200,360도전방면,031-228-3693,37.29818,127.043839
경기도 수원시 교통정책과,,경기도 수원시 권선구 금곡동 1068,어린이보호,4,200,360도전방면,031-228-3693,37.276928,126.946868
경기도 수원시 교통정책과,,경기도 수원시 권선구 호매실동1378,어린이보호,4,200,360도전방면,031-228-3693,37.264898,126.962096
경기도 수원시 교통정책과,,경기도 수원시 권선구 당수동169-2,어린이보호,4,200,360도전방면,031-228-3693,37.291246,126.942201
경기도 수원시 교통정책과,,경기도 수원시 권선구 곡반정동311-1,어린이보호,4,200,360도전방면,031-228-3693,37.235061,127.029732
경기도 수원시 교통정책과,,경기도 수원시 영통구 이의동1175-29,어린이보호,4,200,360도전방면,031-228-3693,37.285041,127.039483
경기도 수원시 교통정책과,,경기도 수원시 권선구 고색동1085,어린이보호,4,200,360도전방면,031-228-3693,37.241993,126.98335
경기도 수원시 교통정책과,,경기도 수원시 권선구 구운동 956-5,어린이보호,3,200,360도전방면,031-228-3693,37.278666,126.969463
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 167-4,생활방범,3,200,360도전방면,031-228-3301,37.273326,127.039003
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 173-1,생활방범,3,200,360도전방면,031-228-3301,37.272234,127.040344
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 167-1,생활방범,3,200,360도전방면,031-228-3301,37.273817,127.03819
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 129-8,생활방범,4,200,360도전방면,031-228-3301,37.272983,127.045803
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 196-100,생활방범,5,200,360도전방면,031-228-3301,37.271525,127.048519
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄2동 매봉로 35번길,생활방범,4,200,360도전방면,031-228-3301,37.272007,127.051301
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄2동 196-9,생활방범,3,200,360도전방면,031-228-3301,37.272061,127.045809
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄2동 1203-5,생활방범,3,200,360도전방면,031-228-3301,37.270832,127.053633
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄3동 491-10,생활방범,4,200,360도전방면,031-228-3301,37.256182,127.059804
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 923-34,생활방범,3,200,360도전방면,031-228-3301,37.263984,127.040873
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 923-9,생활방범,3,200,360도전방면,031-228-3301,37.265053,127.04061
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 505-1,생활방범,5,200,360도전방면,031-228-3301,37.255039,127.060264
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 410-20,생활방범,5,200,360도전방면,031-228-3301,37.258312,127.058643
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통구 매탄동 1179-12,생활방범,4,200,360도전방면,031-228-3301,37.255698,127.037044
