관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경기도 구리시청,경기도 구리시 건원대로 6공(도매시장사거리),경기도 구리시 동구동 6공,교통정보수집,1,130,360도전방면,7,Aug-16,031-550-2703,37.310658,127.138516,2017-01-31
경기도 구리시청,경기도 구리시 경춘로181(중앙예식장사거리),경기도 구리시 교문동 230-1,교통정보수집,1,130,360도전방면,7,Aug-16,031-550-2703,37.601119,127.135036,2017-01-31
경기도 구리시청,경기도 구리시 아차산로2(코스모스길삼거리),경기도 구리시 교문동 77,교통정보수집,1,130,360도전방면,7,Aug-16,031-550-2703,37.578444,127.127283,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 53번길 42,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3619261,127.0806298,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 103번길 37,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3625529,127.0811028,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 129번길 24,,교통단속,1,41,360도전방면,30,Jun-14,031-550-2293,37.3628588,127.0818548,2017-01-31
경기도 구리시청,경기도 구리시 장자대로 70,,교통단속,1,41,360도전방면,30,Jun-07,031-550-2293,37.3505175,127.0823744,2017-01-31
경기도 구리시청,경기도 구리시 장자호수길 71,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3457509,127.0824009,2017-01-31
경기도 구리시청,경기도 구리시 건원대로 34번길 32-29,,교통단속,1,41,360도전방면,30,Jun-12,031-550-2293,37.360031,127.0842669,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 53번길 42,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.361609,127.0805171,2017-01-31
경기도 구리시청,경기도 구리시 검배로 104,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.353002,127.0906017,2017-01-31
경기도 구리시청,경기도 구리시 벌말로 200,,교통단속,1,41,360도전방면,30,Jun-15,031-550-2293,37.3529133,127.0911189,2017-01-31
경기도 구리시청,경기도 구리시 벌말로 215,,교통단속,1,41,360도전방면,30,Jun-14,031-550-2293,37.3533304,127.0911881,2017-01-31
경기도 구리시청,경기도 구리시 장자대로 37번길 61,,교통단속,1,41,360도전방면,30,Jun-14,031-550-2293,37.350602,127.0803702,2017-01-31
경기도 구리시청,경기도 구리시 이문안로 146,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3516978,127.0859953,2017-01-31
경기도 구리시청,경기도 구리시 이문안로 136번길 22,,교통단속,1,41,360도전방면,30,Jun-09,031-550-2293,37.3514131,127.0853801,2017-01-31
경기도 구리시청,경기도 구리시 검배로 22,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3547659,127.0839701,2017-01-31
경기도 구리시청,경기도 구리시 검배로 29,,교통단속,1,41,360도전방면,30,Jun-12,031-550-2293,37.354509,127.0842413,2017-01-31
경기도 구리시청,경기도 구리시 이문안로 72,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3522037,127.0829022,2017-01-31
경기도 구리시청,경기도 구리시 이문안로 81,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.352167,127.0834715,2017-01-31
경기도 구리시청,경기도 구리시 체육관로 74번길 63,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3520528,127.0838847,2017-01-31
경기도 구리시청,경기도 구리시 이문안로 128,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.35186,127.0850837,2017-01-31
경기도 구리시청,경기도 구리시 수택동 512-6,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3544424,127.0849553,2017-01-31
경기도 구리시청,경기도 구리시 수택천로 35번길 20,,교통단속,1,41,360도전방면,30,Jun-14,031-550-2293,37.3549052,127.0904823,2017-01-31
경기도 구리시청,경기도 구리시 이문안로 10,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3520474,127.0804348,2017-01-31
경기도 구리시청,경기도 구리시 체육관로 84,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3522258,127.0824393,2017-01-31
경기도 구리시청,경기도 구리시 교문동 189-1,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3540649,127.0820069,2017-01-31
경기도 구리시청,경기도 구리시 체육관로 153번길 5,,교통단속,1,41,360도전방면,30,Jun-14,031-550-2293,37.354238,127.081908,2017-01-31
경기도 구리시청,경기도 구리시 안골로 98,,교통단속,1,41,360도전방면,30,Jun-12,031-550-2293,37.3540436,127.0837118,2017-01-31
경기도 구리시청,경기도 구리시 검배로 42,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3541892,127.084433,2017-01-31
경기도 구리시청,경기도 구리시 안골로 2,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3539443,127.0759485,2017-01-31
경기도 구리시청,경기도 구리시 안골로 19번길 16,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3542176,127.0806712,2017-01-31
경기도 구리시청,경기도 구리시 안골로 20,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3539592,127.0806981,2017-01-31
경기도 구리시청,경기도 구리시 안골로 31,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3540431,127.0814953,2017-01-31
경기도 구리시청,경기도 구리시 건원대로 53번길,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3610948,127.0829669,2017-01-31
경기도 구리시청,경기도 구리시 건원대로 42,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.36068,127.0832528,2017-01-31
경기도 구리시청,경기도 구리시 건원대로 34번길 25,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3606026,127.0838496,2017-01-31
경기도 구리시청,경기도 구리시 건원대로 36,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3604952,127.0832887,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 85번길 6,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3618314,127.0810259,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 118,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3625208,127.0819893,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 151,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3634447,127.0823531,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 226,,교통단속,1,41,360도전방면,30,Jun-12,031-550-2293,37.3655623,127.0829445,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 18,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3559431,127.0802277,2017-01-31
경기도 구리시청,경기도 구리시 인창1로 19,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3611386,127.0802765,2017-01-31
경기도 구리시청,경기도 구리시 인창1로 35,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3617503,127.0758774,2017-01-31
경기도 구리시청,경기도 구리시 동구릉로 61,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.3609992,127.0810271,2017-01-31
경기도 구리시청,경기도 구리시 검배로 42,,교통단속,1,41,360도전방면,30,Jun-12,031-550-2293,37.3552779,127.0835996,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 247,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3556416,127.0840954,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 260,,교통단속,1,41,360도전방면,30,Jun-10,031-550-2293,37.3557499,127.0846554,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 209,,교통단속,1,41,360도전방면,30,Jun-13,031-550-2293,37.355225,127.0825672,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 217,,교통단속,1,41,360도전방면,30,Jun-14,031-550-2293,37.3552163,127.0829027,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 214-1,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3551169,127.082864,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 229,,교통단속,1,41,360도전방면,30,Jun-11,031-550-2293,37.3553364,127.0834195,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 152,,교통단속,1,41,360도전방면,30,Jun-14,031-550-2293,37.355221,127.0802453,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 167,,교통단속,1,41,360도전방면,30,Jun-10,031-550-2293,37.3552837,127.080969,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 181,,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3552285,127.08173,2017-01-31
경기도 구리시청,경기도 구리시 경춘로 196,,교통단속,1,41,360도전방면,30,Jun-10,031-550-2293,37.3551428,127.0820632,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 487-50,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3623024,127.0805877,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 679-1,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.362809,127.0825388,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 383-52,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3617816,127.0827488,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 231-4,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3603482,127.0812965,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 417,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3549104,127.0831882,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 826-1,교통단속,1,200,360도전방면,30,Jun-15,031-550-2293,37.3503612,127.0824021,2017-01-31
경기도 구리시청,,경기도 남양주시 도농동 429-8,교통단속,1,200,360도전방면,30,Jun-16,031-550-2293,37.613937,127.146016,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 153-17,교통단속,1,200,360도전방면,30,Jun-16,031-550-2293,37.611479,127.146474,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 813,교통단속,1,200,360도전방면,30,Jun-16,031-550-2293,37.590036,127.137816,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 314-1(313-31)(윤미마트),생활방범,1,41,360도전방면,30,Dec-08,031-550-2301,37.603394,127.139047,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 1004 개맥이 공원 앞,생활방범,4,130,360도전방면,30,Aug-11,031-550-2301,37.597583,127.151019,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 560(왕산내뜰공원),생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.597473,127.131706,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 448-6(새말공원),생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.597947,127.144609,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 327-167(딸기원놀이터),생활방범,1,130,360도전방면,30,Aug-11,031-550-2301,37.599163,127.144477,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 479-27(명성위치원앞),생활방범,4,130,360도전방면,30,Aug-11,031-550-2301,37.589284,127.131571,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 610-20(대명아파트),생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.593413,127.148803,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 430-14(구리성당),생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.589256,127.148118,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 472-11(원촌경로당)-수택동 466-3,생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.590705,127.146258,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 437-59(일성아파트 뒷편),생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.592673,127.13272,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 454-32 (광덕슈퍼 앞),생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.590447,127.131629,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 297-2(충효빌라 철교 밑),생활방범,5,130,360도전방면,30,Aug-11,031-550-2301,37.594183,127.142678,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 327-168(시립딸기원어린이집),생활방범,1,130,360도전방면,30,Dec-11,031-550-2301,37.59512,127.14557,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 744-8(윤희생활방범),생활방범,5,130,360도전방면,30,Dec-11,031-550-2301,37.590414,127.140924,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 226 사거리(홍콩안경 뒤편),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.56246,127.113621,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 419 정학사 앞 사거리,생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.611606,127.138924,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 382 KT뒷골목 사거리,생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.612453,127.135611,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 373-10 (꽃길)(온누리약국),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.60752,127.129916,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 525-12(용궁수산 뒤편),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.602598,127.120903,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 460(성림빌라),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.600037,127.118122,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 651 잉꼬빌라 정문,생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.604836,127.135519,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 970-6 (의정부 부대고기),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.606398,127.137475,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 986-4(토평초 삼거리),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.603701,127.132477,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 307-11(성림연립)(S마트),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.601434,127.138473,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 244-2 (구리역 자전거 보관대),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.611702,127.12995,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 974(토평중-원룸)사당사거리,생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.600001,127.14784,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 496 사거리(신대촌공원),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.599473,127.131852,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 256(한양대병원 뒤편),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.596195,127.141655,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 501-14(유현아파트),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.574951,127.117894,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 515(주택슈퍼),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.59202,127.147871,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 537(복개천 놀이터)-새롬공원 앞,생활방범,7,130,360도전방면,30,Apr-12,031-550-2301,37.606235,127.135415,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 479-11(대원빌라),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.592538,127.151518,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 738-10(동남지물)(하이탑공부방),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.602675,127.147315,2017-01-31
경기도 구리시청,,경기도 구리시교문동 753(이문안저수지),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.59235,127.140297,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 758-10(윤정희공인중개사),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.603221,127.120002,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 584(양지슈퍼),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.595383,127.145893,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 669-2(인창고교),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.602402,127.133703,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 280-4(쌍용슈퍼),생활방범,4,130,360도전방면,30,Apr-12,031-550-2301,37.596904,127.139631,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 611-2(성경하이마트),생활방범,5,130,360도전방면,30,Apr-12,031-550-2301,37.595887,127.143292,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 823-1(장자중어린이보호 삼거리),생활방범,4,130,360도전방면,30,Jun-12,031-550-2301,37.595551,127.138201,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 514-2(건원초교어린이보호 정문),생활방범,3,130,360도전방면,30,Jun-12,031-550-2301,37.593445,127.145033,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 681-1(구지초교어린이보호),생활방범,4,130,360도전방면,30,Jun-12,031-550-2301,37.601796,127.137837,2017-01-31
경기도 구리시청,,경기도 구리시 사노동 309-7(내양초교어린이보호),생활방범,4,130,360도전방면,30,Jun-12,031-550-2301,37.60312,127.120335,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 754-3(도림초교어린이보호),생활방범,5,130,360도전방면,30,Jun-12,031-550-2301,37.595887,127.133348,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 681-1(동구초교어린이보호),생활방범,5,130,360도전방면,30,Jun-12,031-550-2301,37.599874,127.134472,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 811(백문초교어린이보호 정문),생활방범,4,130,360도전방면,30,Jun-12,031-550-2301,37.598866,127.140891,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 865(부양초교어린이보호),생활방범,4,130,360도전방면,30,Jun-12,031-550-2301,37.599697,127.138379,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 1004-1 성광교회 앞,생활방범,3,130,360도전방면,30,Jun-12,031-550-2301,37.599059,127.136865,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 823-1(장자초교어린이보호),생활방범,3,130,360도전방면,30,Jun-12,031-550-2301,37.600634,127.143139,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 491 아름공원 앞,생활방범,4,130,360도전방면,30,Sep-12,031-550-2301,37.594288,127.141451,2017-01-31
경기도 구리시청,,경기도 구리시 토평동(토평공원),생활방범,5,130,360도전방면,30,Sep-12,031-550-2301,37.596228,127.14672,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 1007(수택초교 정문),생활방범,4,130,360도전방면,30,Sep-12,031-550-2301,37.59011,127.1475,2017-01-31
경기도 구리시청,,"경기도 구리시 인창동509-1( 현대홈타운 101동,인창공원입구)",생활방범,4,130,360도전방면,30,Sep-12,031-550-2301,37.58823,127.1475,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 546-9(인창초교 후문),생활방범,3,130,360도전방면,30,Sep-12,031-550-2301,37.60322,127.13756,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 553(구리초교),생활방범,5,130,360도전방면,30,Sep-12,031-550-2301,37.6033,127.1436,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 983(사회복지관앞),생활방범,5,130,360도전방면,30,Dec-12,031-550-2301,37.59011,127.14524,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 75-17(도림초교어린이보호_GS편의점),생활방범,5,130,360도전방면,30,Dec-12,031-550-2301,37.59714,127.14853,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 485-5  동인초교어린이보호,생활방범,4,130,360도전방면,30,Dec-12,031-550-2301,37.61466,127.1326,2017-01-31
경기도 구리시청,,경기도 구리시 아천동 381-3,생활방범,4,130,360도전방면,30,Dec-12,031-550-2301,37.59792,127.14672,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 854-1 부양초후문,생활방범,5,130,360도전방면,30,Jun-13,031-550-2301,37.59916,127.14324,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 580-17(신동흥놀이터),생활방범,4,130,360도전방면,30,Jun-13,031-550-2301,37.60092,127.14509,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 417(경기도 구리시장 주차타워 입구),생활방범,1,200,360도전방면,30,Oct-13,031-550-2301,37.59454,127.14646,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 725(교문초교 뒤),생활방범,1,200,360도전방면,30,Oct-13,031-550-2301,37.59684,127.13295,2017-01-31
경기도 구리시청,,경기도 구리시 아천동 137(아치울 마을 입구),생활방범,1,200,360도전방면,30,Oct-13,031-550-2301,37.59563,127.13159,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 314-33(딸기원 슈퍼),생활방범,1,200,360도전방면,30,Oct-13,031-550-2301,37.59381,127.13402,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 559-52(GS편의점),생활방범,1,200,360도전방면,30,Oct-13,031-550-2301,37.60471,127.13664,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 544-11(남양아이좋은집 아파트),생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.6063,127.14667,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 440(쌍용아파트 101동),생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.60086,127.14017,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 605-166(교문교회),생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.59334,127.14282,2017-01-31
경기도 구리시청,,"경기도 구리시 인창동 383-45(대성빌라 1동),오케이마트",생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.58642,127.1346,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 425-3호(축산정육점),생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.6069,127.13525,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 379(까페골목),생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.60708,127.14155,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 665-1(선화학원),생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.63604,127.13809,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 755-2 이문안저수지 생활방범,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.59508,127.1314,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 276-60 동남연립 앞,생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.60708,127.14155,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 454-15 광진주택(동산빌라 앞),생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.5898,127.13252,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 279-8 혜성칼국수 앞,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.58947,127.1425,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 309-13 지용주택 앞,생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.59225,127.15156,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 346-3 삼승빌라 앞,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.58642,127.1346,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 739-14 버스정류장(경기도 구리시청),생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.61114,127.13327,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 217 협신공업사앞 사거리,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.58967,127.14981,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 404-9 씨티은행 뒷골목,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.59188,127.15245,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 808-1 백문초등어린이보호 후문 삼거리,생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.60828,127.13618,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 437 일화정문,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.60465,127.13151,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 584-3 열린약국 앞,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.60121,127.14769,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 626-49 수누피공원 앞,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.58917,127.14714,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 632-3 한창그린@ 입구,생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.59053,127.12757,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 557-11 원일슈퍼,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.61102,127.13486,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 329 매일유업,생활방범,3,200,360도전방면,30,Sep-13,031-550-2301,37.57602,127.11546,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 290 휴대폰쇼핑몰,생활방범,5,200,360도전방면,30,Sep-13,031-550-2301,37.59041,127.14092,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 512-8 동진주택 앞,생활방범,4,200,360도전방면,30,Sep-13,031-550-2301,37.60443,127.13571,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 안골로52(187-1) 세무서사거리,생활방범,5,200,360도전방면,30,Dec-13,031-550-2301,37.59966,127.13978,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 검배로37(515-53) 수택사거리,생활방범,5,200,360도전방면,30,Dec-13,031-550-2301,37.59838,127.13272,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 86-3(구리TG 인근),생활방범,3,200,360도전방면,30,Dec-13,031-550-2301,37.57302,127.12339,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 208-38(구리역후문),생활방범,4,200,360도전방면,30,Dec-13,031-550-2301,37.60209,127.12144,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 225-39(튼튼병원뒤),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.602294,127.146026,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 138-1 (토평동63 수목원가든),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.600169,127.148659,2017-01-31
경기도 구리시청,,경기도 구리시 토평동 293(월드비젼교회),생활방범,4,200,360도전방면,30,Sep-14,031-550-2301,37.594029,127.139644,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 314-8(현충탑앞),생활방범,4,200,360도전방면,30,Sep-14,031-550-2301,37.602183,127.135182,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 594-10(신암빌라 가동 앞),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.608624,127.137947,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 552-1(원일아파트 라동),생활방범,4,200,360도전방면,30,Sep-14,031-550-2301,37.59829,127.142099,2017-01-31
경기도 구리시청,,경기도 구리시 수택동 521-13(구리 세탁소),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.597877,127.138269,2017-01-31
경기도 구리시청,,"경기도 구리시 수택동 498-25(잉꼬마트,친구사이어린이집)",생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.592669,127.145615,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 748-17(행복마트),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.594727,127.133073,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 495-3(동인초교 정문 사거리),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.592651,127.14714,2017-01-31
경기도 구리시청,,경기도 구리시 인창동 395-4(동부그린타운),생활방범,4,200,360도전방면,30,Sep-14,031-550-2301,37.59408,127.144721,2017-01-31
경기도 구리시청,,경기도 구리시 교문동 219-26(219-18)(영덕식당),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.594351,127.148046,2017-01-31
경기도 구리시청,,경기도 구리시 갈매동 211-8(담터농협 앞),생활방범,5,200,360도전방면,30,Sep-14,031-550-2301,37.604006,127.137563,2017-01-31
